xc,yc,zc,ux,uy,uz,state,szz,sxy,sxz,syz
13.503,12.4811,1.5,0.295867,-0.129867,-6.69648e-08,5,-97611.6,22983.5,-0.0785281,0.575565
14.503,12.483,1.5,0.343359,-0.125294,-1.15479e-07,5,-77958.8,22851.6,-13.3475,-5.28553
15.503,12.485,1.5,0.37407,-0.108299,2.64283e-07,5,-54386.2,20674.4,7.68171,6.88841
16.5029,12.487,1.5,0.390936,-0.0789101,-1.24687e-07,5,-36633.7,20941,-7.68921,8.8346
0.500195,12.4683,2.5,0.000142561,-0.0574891,-5.61394e-07,4,-178360,206.445,3.38734,4.63223
1.50058,12.4685,2.5,0.000426332,-0.0573217,-2.38419e-07,4,-182025,1070.22,9.96974,5.96632
2.50094,12.4688,2.5,0.000707361,-0.0569671,1.94435e-07,4,-187123,3271.87,6.68427,1.85288
3.50129,12.4693,2.5,0.00100157,-0.0564238,1.88032e-07,4,-193625,6095.5,-3.51657,-8.52483
4.5016,12.47,2.5,0.00145559,-0.0557763,1.36539e-07,5,-192159,7635.86,0.692368,-8.96411
5.50189,12.4708,2.5,0.00256849,-0.0552368,2.78146e-07,5,-186111,9785.4,-0.0564528,-0.466035
6.50216,12.4718,2.5,0.00567,-0.0552775,1.63799e-07,5,-176141,12163.8,-4.63323,0.558608
7.50239,12.4728,2.5,0.0136434,-0.0570287,1.25828e-07,5,-170713,15061.2,0.0967945,-6.06608
8.50258,12.474,2.5,0.0316015,-0.0628562,3.4603e-07,5,-166124,17868.4,13.887,-8.94216
9.50272,12.4753,2.5,0.0646341,-0.0745027,3.87146e-08,5,-152995,21724.4,21.0479,31.5068
10.5028,12.4766,2.5,0.113001,-0.0911403,-3.63052e-07,5,-147575,24151.6,21.4449,6.5046
11.5029,12.4779,2.5,0.171966,-0.108367,-9.03636e-08,5,-127933,23753.8,-3.72191,-2.13688
12.5029,12.4794,2.5,0.23554,-0.122762,-6.80368e-09,5,-110641,22049,0.276359,-0.12427
13.503,12.4811,2.5,0.295868,-0.129867,-8.54554e-08,5,-97614.1,22985.4,-0.364512,0.446438
14.503,12.483,2.5,0.343358,-0.125294,-1.78347e-07,5,-77954.4,22851.6,-8.36618,25.8525
15.503,12.485,2.5,0.37407,-0.108297,2.08959e-07,5,-54423.2,20681.4,-9.34167,-3.20968
16.5029,12.487,2.5,0.390936,-0.0789086,-2.33931e-07,5,-36615.8,20935.9,-11.7296,-4.50011
0.500195,12.4683,3.5,0.000142626,-0.0574891,-2.2814e-07,4,-178356,207.096,-9.64987,5.42705
1.50058,12.4685,3.5,0.000426433,-0.0573216,-1.24246e-07,4,-182021,1069.66,-14.4798,5.95742
2.50094,12.4688,3.5,0.000707246,-0.0569671,3.49375e-08,4,-187162,3288.66,-0.958394,3.08106
3.50129,12.4693,3.5,0.00100122,-0.0564239,6.47204e-09,4,-193666,6104.73,-1.89365,-2.79412
4.5016,12.47,3.5,0.00145487,-0.0557765,1.34971e-07,5,-192212,7648.28,0.602243,-0.129986
5.50189,12.4708,3.5,0.00256714,-0.0552372,3.99331e-07,5,-186130,9783.53,-0.878153,-0.136331
6.50216,12.4718,3.5,0.00566809,-0.0552782,1.89602e-07,5,-176148,12160.4,-2.31027,2.13882
7.50239,12.4728,3.5,0.0136411,-0.0570292,1.7427e-07,5,-170717,15057.9,-5.47244,-2.85593
8.50258,12.474,3.5,0.0315997,-0.0628559,4.05461e-07,5,-166088,17863.9,13.0072,28.963
9.50272,12.4753,3.5,0.0646341,-0.0745019,1.73107e-07,5,-153006,21724.4,16.1558,-10.7567
10.5028,12.4766,3.5,0.113001,-0.0911404,-1.06796e-07,5,-147574,24152.1,-24.176,4.99138
11.5029,12.4779,3.5,0.171965,-0.108366,-3.13514e-08,5,-127941,23755.4,4.27214,-14.482
12.5029,12.4794,3.5,0.235537,-0.12276,7.00878e-08,5,-110648,22050.8,-0.632929,2.38015
13.503,12.4811,3.5,0.295864,-0.129865,-3.51458e-08,5,-97609.2,22985.1,-1.06213,2.78616
14.503,12.483,3.5,0.343354,-0.125292,-2.38489e-07,5,-77961.2,22852.8,-1.75109,2.55165
15.503,12.485,3.5,0.374066,-0.108295,7.89258e-08,5,-54386.4,20675.3,9.97166,-34.5999
16.5029,12.487,3.5,0.390934,-0.0789075,-3.33132e-07,5,-36642.3,20940.6,-4.28456,-0.371219
0.500195,12.4683,4.5,0.000142796,-0.0574891,-1.14383e-07,4,-178379,209.943,-3.098,-4.98421
1.50058,12.4685,4.5,0.000426809,-0.0573217,-4.3648e-08,4,-182042,1059.81,-1.07387,-1.98336
2.50094,12.4688,4.5,0.000707591,-0.0569671,-6.22481e-08,4,-187139,3282.97,2.3268,1.27101
3.50129,12.4693,4.5,0.00100122,-0.056424,-2.46924e-07,4,-193681,6108.32,5.90451,-1.75919
4.5016,12.47,4.5,0.00145464,-0.0557766,1.62647e-07,5,-192167,7646.19,0.572288,-0.152688
5.50189,12.4708,4.5,0.00256694,-0.0552374,6.54622e-07,5,-186133,9782.6,-1.73199,3.68208
6.50216,12.4718,4.5,0.00566775,-0.0552783,1.74674e-07,5,-176141,12159.5,-4.216,1.9837
7.50239,12.4728,4.5,0.0136398,-0.0570289,-1.25306e-07,5,-170757,15056.6,-1.24645,2.74285
8.50258,12.474,4.5,0.031597,-0.0628551,2.09993e-08,5,-166107,17860.6,7.70021,-1.67588
9.50272,12.4753,4.5,0.0646305,-0.074501,4.1029e-08,5,-152999,21722.4,8.48283,30.1825
10.5028,12.4766,4.5,0.112997,-0.0911403,6.11459e-08,5,-147583,24154.2,-26.796,6.67419
11.5029,12.4779,4.5,0.171961,-0.108365,2.3317e-08,5,-127938,23756.1,2.15805,-9.66131
12.5029,12.4794,4.5,0.235531,-0.122758,1.06037e-07,5,-110655,22052,-0.592123,0.444019
13.503,12.4811,4.5,0.295858,-0.129862,4.18651e-08,5,-97612.1,22985.5,-0.762636,0.744781
14.503,12.483,4.5,0.343349,-0.125289,-2.4824e-07,5,-77964.5,22853.1,11.6311,-0.242819
15.503,12.485,4.5,0.374062,-0.108295,-8.41559e-08,5,-54414.3,20680.2,-15.9317,11.3272
16.5029,12.487,4.5,0.39093,-0.0789102,-3.37992e-07,5,-36628.9,20938.9,-17.9236,2.34181
0.500195,12.4683,5.5,0.000142781,-0.0574892,-7.89477e-08,4,-178356,207.525,-0.568043,1.59015
1.50058,12.4685,5.5,0.000426811,-0.0573217,-2.8382e-08,4,-182035,1055.72,-5.50323,2.42984
2.50094,12.4688,5.5,0.000707622,-0.0569672,-4.1832e-08,4,-187122,3283.42,-6.19505,-1.41331
3.50129,12.4693,5.5,0.00100121,-0.0564241,-1.42842e-07,4,-193665,6109.33,1.22624,-3.86579
4.5016,12.47,5.5,0.0014548,-0.0557767,1.09265e-07,5,-192178,7640.9,-0.559401,0.0472593
5.50189,12.4708,5.5,0.00256781,-0.0552373,3.83042e-07,5,-186143,9782.25,0.846294,1.0354
6.50216,12.4718,5.5,0.0056688,-0.0552781,6.7059e-08,5,-176151,12163.3,0.0279881,2.73659
7.50239,12.4728,5.5,0.0136392,-0.0570282,-1.76632e-07,5,-170761,15056.6,-7.2854,-0.843081
8.50258,12.474,5.5,0.0315942,-0.0628538,-5.74678e-08,5,-166113,17857.5,2.6112,10.7744
9.50272,12.4753,5.5,0.0646261,-0.0744993,3.40852e-08,5,-153006,21722.8,-15.0055,13.2626
10.5028,12.4766,5.5,0.112992,-0.0911379,2.84412e-08,5,-147566,24152.6,33.1166,12.6716
11.5029,12.4779,5.5,0.171954,-0.108363,1.87767e-09,5,-127925,23756,7.84655,10.4345
12.5029,12.4794,5.5,0.235524,-0.122756,6.78532e-08,5,-110650,22051.6,-1.50328,3.33978
13.503,12.4811,5.5,0.295851,-0.12986,3.62452e-08,5,-97574.7,22979.9,-30.7792,14.7845
14.503,12.483,5.5,0.343343,-0.125287,-1.12273e-07,5,-77966,22852.2,5.36005,-16.167
15.503,12.485,5.5,0.374058,-0.108295,-5.86918e-08,5,-54392.1,20675.4,10.2111,7.10385
16.5029,12.487,5.5,0.390927,-0.0789112,-1.73584e-07,5,-36638.1,20941.3,-13.0904,-6.74639
0.50013,13.4673,0.5,7.80868e-05,-0.058787,-1.63136e-07,4,-154215,-4.87207,1.74168,3.0218
1.50038,13.4674,0.5,0.00023396,-0.0586368,-6.06391e-08,4,-158838,607.091,4.28053,-2.53367
2.50063,13.4678,0.5,0.000402776,-0.0583277,6.88537e-08,5,-168293,3106.67,-4.60391,-3.79759
3.50086,13.4683,0.5,0.000719627,-0.0579595,3.97907e-08,5,-171497,4909.12,0.0801875,-1.36638
4.50108,13.469,0.5,0.00168949,-0.057973,-2.5363e-08,5,-165412,4480.44,-1.3161,-2.48087
5.50127,13.4698,0.5,0.00486508,-0.059613,1.35771e-07,5,-159503,5144.32,0.760995,-2.40483
6.50145,13.4708,0.5,0.0140439,-0.0654029,3.02459e-07,5,-156172,7940.97,7.23117,-6.23379
7.5016,13.4719,0.5,0.0356204,-0.0785776,2.09394e-07,5,-149591,11225.2,17.8836,13.2583
8.50172,13.4731,0.5,0.074912,-0.100531,-1.78082e-07,5,-142627,13432.5,-28.2836,-20.0282
9.50182,13.4744,0.5,0.130374,-0.127079,-2.7918e-07,5,-138183,15288.8,2.82432,-1.3658
10.5019,13.4757,0.5,0.194538,-0.152582,-1.02004e-07,5,-114075,14446.7,0.500576,-2.64083
11.5019,13.4771,0.5,0.259294,-0.171894,-1.4533e-07,5,-107000,15985.7,-12.9709,-5.61029
12.502,13.4787,0.5,0.315532,-0.180078,-1.21233e-07,5,-89475.6,16410.6,-2.27064,24.3734
13.502,13.4804,0.5,0.354229,-0.172439,-3.61864e-08,5,-69847.8,16529.7,5.78957,-16.4057
14.502,13.4824,0.5,0.373633,-0.150374,-8.34167e-08,5,-51566.3,15598.3,-0.63136,-2.87213
15.502,13.4847,0.5,0.380351,-0.121301,1.03337e-07,5,-37591.9,21439.7,8.25696,1.03241
0.50013,13.4673,1.5,7.80589e-05,-0.0587872,-4.133e-07,4,-154220,-12.3383,-3.48607,8.18623
1.50038,13.4674,1.5,0.000233944,-0.058637,-1.80563e-07,4,-158827,611.534,14.6783,-0.706073
2.50063,13.4678,1.5,0.000402835,-0.0583277,1.29816e-07,5,-168293,3111.83,12.8272,-8.48257
3.50086,13.4683,1.5,0.000719752,-0.0579595,6.10843e-08,5,-171489,4910.87,-0.597102,-1.66651
4.50108,13.469,1.5,0.00168952,-0.0579731,-2.68993e-08,5,-165427,4477.58,-2.28092,1.87783
5.50127,13.4698,1.5,0.00486523,-0.0596134,2.57315e-07,5,-159510,5142.43,-0.904138,0.874466
6.50145,13.4708,1.5,0.0140451,-0.0654035,4.07987e-07,5,-156161,7938.54,-8.79116,-3.30932
7.5016,13.4719,1.5,0.0356239,-0.078579,9.91877e-08,5,-149585,11223,-17.2689,-9.20321
8.50172,13.4731,1.5,0.0749164,-0.100533,-3.81209e-07,5,-142647,13435.5,-12.7242,2.44922
9.50182,13.4744,1.5,0.130377,-0.127079,-3.91794e-07,5,-138206,15291.8,-18.5711,8.62978
10.5019,13.4757,1.5,0.19454,-0.152582,-2.79418e-07,5,-114103,14449.1,-0.716994,-2.20215
11.5019,13.4771,1.5,0.259298,-0.171896,-2.17578e-07,5,-107007,15987,-15.5362,9.13357
12.502,13.4787,1.5,0.315535,-0.18008,-1.7311e-07,5,-89497.5,16414,-6.02064,-15.7484
13.502,13.4804,1.5,0.354232,-0.172439,-9.22699e-08,5,-69861,16531,4.91504,21.3547
14.502,13.4824,1.5,0.373635,-0.150373,-1.78588e-07,5,-51582.2,15601.1,-3.02721,2.08741
15.502,13.4847,1.5,0.380352,-0.1213,3.45898e-07,5,-37582.6,21437.2,8.28932,2.18819
0.50013,13.4673,2.5,7.80427e-05,-0.0587874,-4.08649e-07,4,-154197,-11.0401,-4.42574,6.95353
1.50038,13.4674,2.5,0.00023394,-0.0586371,-2.10814e-07,4,-158797,617.15,11.1937,3.23689
2.50063,13.4678,2.5,0.000402938,-0.0583277,5.72472e-08,5,-168311,3115.05,0.701403,-1.72023
3.50086,13.4683,2.5,0.000719903,-0.0579593,2.77425e-08,5,-171474,4911.71,-0.282139,3.54142
4.50108,13.469,2.5,0.00168956,-0.057973,7.81539e-08,5,-165409,4475.1,-0.714142,3.52025
5.50127,13.4698,2.5,0.00486514,-0.0596135,3.29845e-07,5,-159506,5139.72,-3.27392,0.375533
6.50145,13.4708,2.5,0.0140448,-0.0654041,2.32552e-07,5,-156163,7937.6,-7.34557,5.66212
7.5016,13.4719,2.5,0.0356234,-0.0785804,-1.87958e-07,5,-149586,11221.3,0.0332732,-0.995511
8.50172,13.4731,2.5,0.0749156,-0.100534,-2.67672e-07,5,-142650,13436.5,-7.74884,-13.6786
9.50182,13.4744,2.5,0.130376,-0.127078,-9.42165e-08,5,-138214,15291.9,9.47148,17.3972
10.5019,13.4757,2.5,0.194539,-0.152582,-3.27103e-07,5,-114087,14447.5,-0.185316,-0.466998
11.5019,13.4771,2.5,0.259298,-0.171896,-2.4949e-07,5,-107012,15987.9,-15.9902,10.5734
12.502,13.4787,2.5,0.315536,-0.18008,-1.34349e-07,5,-89493.1,16414.3,-10.5836,10.9514
13.502,13.4804,2.5,0.354232,-0.172439,-9.46367e-08,5,-69857.7,16530.5,-9.38736,-21.2638
14.502,13.4824,2.5,0.373635,-0.150372,-1.44338e-07,5,-51582.1,15600.3,6.78797,18.0446
15.502,13.4847,2.5,0.380352,-0.121299,5.16704e-07,5,-37583.2,21437.4,3.1677,-0.667828
0.50013,13.4673,3.5,7.80547e-05,-0.0587875,-1.91502e-07,4,-154208,-12.0545,-6.79926,3.73984
1.50038,13.4674,3.5,0.000234029,-0.0586371,-1.05049e-07,4,-158774,618.938,-1.40408,-0.998089
2.50063,13.4678,3.5,0.00040298,-0.0583276,-1.17612e-08,5,-168322,3124.09,-4.79771,-5.0729
3.50086,13.4683,3.5,0.00071973,-0.0579591,-7.04665e-08,5,-171496,4916.47,-1.77943,-0.177859
4.50108,13.469,3.5,0.0016891,-0.0579728,2.30342e-07,5,-165420,4477.22,-0.519743,6.6293
5.50127,13.4698,3.5,0.00486413,-0.0596136,5.9761e-07,5,-159517,5138.24,0.102072,8.12103
6.50145,13.4708,3.5,0.014043,-0.065404,2.77324e-07,5,-156161,7937.75,-3.28851,2.35108
7.5016,13.4719,3.5,0.0356208,-0.0785803,-1.38135e-07,5,-149592,11222.5,3.64995,-25.0964
8.50172,13.4731,3.5,0.0749133,-0.100535,-1.57879e-07,5,-142644,13435.9,-6.27884,8.99969
9.50182,13.4744,3.5,0.130375,-0.127078,-2.68185e-08,5,-138209,15289.6,-12.605,9.86295
10.5019,13.4757,3.5,0.194537,-0.152581,-2.93059e-07,5,-114112,14450.5,2.29143,-0.594777
11.5019,13.4771,3.5,0.259295,-0.171895,-3.29615e-07,5,-106992,15986.6,0.0497626,1.9696
12.502,13.4787,3.5,0.315533,-0.180077,-9.06319e-08,5,-89501.1,16415.5,-14.9603,25.1774
13.502,13.4804,3.5,0.354229,-0.172437,-1.98825e-08,5,-69877.4,16532.9,-10.7461,-20.2875
14.502,13.4824,3.5,0.373633,-0.150371,2.73608e-08,5,-51588.3,15600,-15.2916,4.15186
15.502,13.4847,3.5,0.380351,-0.121297,5.29836e-07,5,-37599,21438.9,4.80029,5.21945
0.50013,13.4673,4.5,7.81699e-05,-0.0587875,-7.13086e-08,4,-154218,-19.1058,-11.9258,-3.75294
1.50038,13.4674,4.5,0.000234271,-0.0586371,-2.3952e-08,4,-158796,613.465,2.01327,-7.17606
2.50063,13.4678,4.5,0.000403185,-0.0583275,-1.50161e-08,5,-168325,3120.11,4.47258,-4.62263
3.50086,13.4683,4.5,0.000719727,-0.0579591,-1.558e-07,5,-171509,4914.43,1.46725,-2.73376
4.50108,13.469,4.5,0.00168887,-0.0579728,3.40174e-07,5,-165418,4479.32,1.27202,1.08853
5.50127,13.4698,4.5,0.00486358,-0.0596133,8.26719e-07,5,-159508,5137.45,3.90945,7.34292
6.50145,13.4708,4.5,0.0140414,-0.0654031,2.67635e-07,5,-156180,7939.21,-2.57166,-6.41975
7.5016,13.4719,4.5,0.035618,-0.0785787,-1.40553e-07,5,-149576,11224.3,13.2513,-1.14249
8.50172,13.4731,4.5,0.07491,-0.100533,-2.18264e-07,5,-142669,13436.8,13.6926,5.45232
9.50182,13.4744,4.5,0.130371,-0.127077,-1.41081e-07,5,-138195,15290,-14.7655,-1.53203
10.5019,13.4757,4.5,0.194533,-0.15258,-2.57289e-07,5,-114114,14451.2,-0.790908,1.46809
11.5019,13.4771,4.5,0.25929,-0.171893,-2.47791e-07,5,-107023,15989.8,-0.439525,0.44207
12.502,13.4787,4.5,0.315527,-0.180075,2.38352e-08,5,-89495.4,16414.4,21.6795,23.4812
13.502,13.4804,4.5,0.354225,-0.172435,2.55218e-08,5,-69857.1,16530.4,-22.9796,-11.6642
14.502,13.4824,4.5,0.37363,-0.15037,1.52679e-07,5,-51587.5,15598.5,3.18442,9.0119
15.502,13.4847,4.5,0.38035,-0.121298,3.86811e-07,5,-37583.3,21432.7,-0.593077,0.461968
0.50013,13.4673,5.5,7.81419e-05,-0.0587876,-3.8291e-08,4,-154212,-18.8529,5.08185,-1.23449
1.50038,13.4674,5.5,0.000234273,-0.0586372,-9.79367e-09,4,-158772,619.554,0.444001,-3.47408
2.50063,13.4678,5.5,0.000403208,-0.0583276,-6.97006e-09,5,-168334,3112.78,-6.29981,-7.12632
3.50086,13.4683,5.5,0.000719639,-0.0579593,-7.88844e-08,5,-171500,4910.69,-0.613861,-5.50457
4.50108,13.469,5.5,0.00168888,-0.057973,1.89522e-07,5,-165426,4482.1,0.151814,0.793228
5.50127,13.4698,5.5,0.00486383,-0.0596129,4.3741e-07,5,-159515,5137.78,-2.11733,3.02579
6.50145,13.4708,5.5,0.0140407,-0.0654015,1.17335e-07,5,-156178,7939.16,-10.4184,-7.33303
7.5016,13.4719,5.5,0.0356153,-0.0785763,-8.01686e-08,5,-149587,11225.7,-12.508,-3.07136
8.50172,13.4731,5.5,0.0749061,-0.100531,-1.24931e-07,5,-142677,13436.9,-24.6279,5.23151
9.50182,13.4744,5.5,0.130367,-0.127074,-9.58652e-08,5,-138200,15293.3,18.9073,5.2706
10.5019,13.4757,5.5,0.194528,-0.152577,-1.1392e-07,5,-114095,14448.9,1.80165,2.81375
11.5019,13.4771,5.5,0.259285,-0.17189,-9.54176e-08,5,-107006,15989.9,-0.821777,2.70189
12.502,13.4787,5.5,0.315522,-0.180073,3.1995e-08,5,-89486.1,16413.7,-1.17393,1.7917
13.502,13.4804,5.5,0.35422,-0.172433,6.85104e-09,5,-69864.9,16532.2,-6.58568,37.2711
14.502,13.4824,5.5,0.373627,-0.15037,7.61503e-08,5,-51561.1,15593.8,0.627586,-6.00144
15.502,13.4847,5.5,0.380348,-0.121298,1.31119e-07,5,-37594.4,21435.6,-2.06916,-0.672878
0.500065,14.4664,0.5,2.62193e-05,-0.0597918,-9.68701e-09,4,-129905,83.5561,1.97855,0.734357
1.50019,14.4666,0.5,8.85051e-05,-0.059678,4.04745e-08,4,-137239,1143.66,5.14667,2.47337
2.50032,14.467,0.5,0.00027001,-0.0595422,7.60215e-08,5,-147515,1916.24,0.582896,2.0868
3.50044,14.4675,0.5,0.00107572,-0.0598392,2.60532e-08,5,-143363,421.736,0.0742224,1.08836
4.50055,14.4682,0.5,0.00418574,-0.0621408,-3.89997e-10,5,-138823,1043.85,3.48347,-1.60796
5.50065,14.469,0.5,0.0137951,-0.0701417,-1.32219e-08,5,-137605,2659.61,-0.0978387,-2.98436
6.50074,14.47,0.5,0.0367871,-0.0888769,4.68171e-08,5,-133648,4104.37,5.26672,16.1455
7.50082,14.4711,0.5,0.0781724,-0.119768,8.97134e-09,5,-130596,5811.9,-20.74,-6.65426
8.50088,14.4723,0.5,0.134648,-0.156635,-2.96713e-07,5,-123271,7337.78,2.7119,-2.3435
9.50094,14.4736,0.5,0.198003,-0.191089,-2.17071e-07,5,-101139,7555.31,0.291844,3.40213
10.501,14.475,0.5,0.260125,-0.215927,-8.69774e-08,5,-100640,10232.6,-0.600263,16.0097
11.501,14.4764,0.5,0.310631,-0.224755,-1.29405e-07,5,-79493.5,9905.89,-5.76499,-18.3905
12.501,14.478,0.5,0.340836,-0.214519,1.51186e-08,5,-63269.6,9858.26,-0.500912,-15.0216
13.5011,14.4798,0.5,0.352386,-0.189028,3.25104e-08,5,-50171.3,11740.5,1.70726,0.451612
14.5011,14.4821,0.5,0.354995,-0.156511,-6.76641e-08,5,-37385.8,21908.9,3.81881,2.81012
0.500065,14.4664,1.5,2.61859e-05,-0.059792,-7.20939e-08,4,-129916,84.9424,0.309802,-1.89137
1.50019,14.4666,1.5,8.84933e-05,-0.0596782,1.65258e-08,4,-137231,1153.77,3.31069,-1.57413
2.50032,14.467,1.5,0.000270094,-0.0595422,1.07457e-07,5,-147528,1919.81,1.37092,-0.779773
3.50044,14.4675,1.5,0.00107589,-0.0598392,-1.59564e-09,5,-143364,423.238,-0.365837,-0.522118
4.50055,14.4682,1.5,0.00418589,-0.0621407,2.9483e-09,5,-138832,1044.1,-1.43276,1.74356
5.50065,14.469,1.5,0.0137956,-0.0701426,9.84194e-09,5,-137599,2661.22,3.42512,7.685
6.50074,14.47,1.5,0.0367896,-0.0888792,-5.33071e-08,5,-133654,4104.72,-1.157,-21.795
7.50082,14.4711,1.5,0.0781765,-0.11977,-1.44532e-07,5,-130574,5811.19,-20.1933,14.6078
8.50088,14.4723,1.5,0.134651,-0.156636,-5.39274e-07,5,-123310,7341.65,-7.99131,-2.02452
9.50094,14.4736,1.5,0.198006,-0.19109,-3.15757e-07,5,-101141,7555.83,7.26044,-1.99972
10.501,14.475,1.5,0.260129,-0.21593,-1.82939e-07,5,-100667,10234.8,-0.683671,15.5762
11.501,14.4764,1.5,0.310635,-0.224757,-1.938e-07,5,-79542.7,9909.35,3.86894,-16.7907
12.501,14.478,1.5,0.340838,-0.214519,6.51096e-08,5,-63269.3,9857.66,-14.2486,-21.0583
13.5011,14.4798,1.5,0.352387,-0.189028,-6.26615e-09,5,-50174.7,11740.8,-4.76162,1.85452
14.5011,14.4821,1.5,0.354996,-0.156511,-1.70377e-07,5,-37386.4,21906.6,-0.286581,10.8023
0.500065,14.4664,2.5,2.61585e-05,-0.0597923,-1.48234e-07,4,-129898,85.7599,3.41175,-2.5942
1.50019,14.4666,2.5,8.84194e-05,-0.0596784,-8.74315e-08,4,-137221,1157.98,5.33815,-0.766063
2.50032,14.467,2.5,0.000270062,-0.0595422,-4.70491e-08,5,-147528,1922.91,-0.463242,2.97378
3.50044,14.4675,2.5,0.00107598,-0.059839,-1.28898e-07,5,-143360,423.127,-1.13842,5.34771
4.50055,14.4682,2.5,0.00418589,-0.0621404,2.2465e-08,5,-138820,1043.65,-1.77554,0.711236
5.50065,14.469,2.5,0.0137955,-0.070143,1.34465e-07,5,-137607,2660.37,-9.75529,-2.64618
6.50074,14.47,2.5,0.03679,-0.0888804,-1.02832e-07,5,-133661,4106.35,0.654452,-0.911431
7.50082,14.4711,2.5,0.0781765,-0.119771,-2.89571e-07,5,-130611,5813.12,-21.0028,17.1479
8.50088,14.4723,2.5,0.134649,-0.156636,-4.24337e-07,5,-123305,7344.67,-1.13735,-1.18107
9.50094,14.4736,2.5,0.198004,-0.191089,-1.4522e-07,5,-101137,7556.99,5.35958,6.77665
10.501,14.475,2.5,0.260128,-0.21593,-2.15156e-07,5,-100669,10236.6,-1.92099,18.9334
11.501,14.4764,2.5,0.310634,-0.224757,-2.82847e-07,5,-79515,9908.16,-6.05065,8.85833
12.501,14.478,2.5,0.340837,-0.214519,-1.86221e-08,5,-63281.3,9859.09,0.618272,-4.34143
13.5011,14.4798,2.5,0.352386,-0.189027,-7.18146e-08,5,-50182.7,11740.3,-2.02319,10.2106
14.5011,14.4821,2.5,0.354996,-0.15651,-1.66465e-07,5,-37391.4,21905.9,-7.88784,10.3021
0.500065,14.4664,3.5,2.6162e-05,-0.0597925,-1.35371e-07,4,-129894,85.1768,-0.00742099,-0.464837
1.50019,14.4666,3.5,8.84399e-05,-0.0596785,-1.12396e-07,5,-137212,1160.83,-1.94925,-1.55539
2.50032,14.467,3.5,0.000270024,-0.0595421,-1.39488e-07,5,-147528,1926.45,0.795018,-0.734646
3.50044,14.4675,3.5,0.00107575,-0.0598387,-1.47107e-07,5,-143359,424.973,-2.4621,5.82738
4.50055,14.4682,3.5,0.00418539,-0.06214,1.32161e-07,5,-138802,1042.37,-3.32255,-0.656713
5.50065,14.469,3.5,0.0137947,-0.0701425,2.94899e-07,5,-137605,2660.34,0.44212,12.1244
6.50074,14.47,3.5,0.0367887,-0.0888798,6.58139e-08,5,-133651,4106.87,2.42039,1.33112
7.50082,14.4711,3.5,0.078175,-0.119771,-1.61965e-07,5,-130604,5812.79,1.1977,0.048664
8.50088,14.4723,3.5,0.134647,-0.156636,-2.8089e-07,5,-123284,7343.92,0.778399,-1.53276
9.50094,14.4736,3.5,0.198,-0.191089,-7.1107e-08,5,-101146,7558.05,0.310155,5.31999
10.501,14.475,3.5,0.260124,-0.215928,-2.61611e-07,5,-100664,10236.9,-0.434207,-0.154674
11.501,14.4764,3.5,0.310631,-0.224756,-4.28149e-07,5,-79545.1,9911.58,-13.1658,14.3368
12.501,14.478,3.5,0.340834,-0.214517,-1.5049e-07,5,-63265.7,9858.69,9.82325,18.9748
13.5011,14.4798,3.5,0.352385,-0.189026,-7.58093e-08,5,-50196.9,11738.6,-5.8352,6.15566
14.5011,14.4821,3.5,0.354995,-0.156509,-3.90051e-08,5,-37393.9,21906.5,-5.37348,9.11847
0.500065,14.4664,4.5,2.62196e-05,-0.0597926,-6.44397e-08,4,-129900,81.5924,6.22203,-5.84776
1.50019,14.4666,4.5,8.85679e-05,-0.0596785,-6.70415e-08,5,-137219,1160.88,4.16979,-4.75437
2.50032,14.467,4.5,0.000270116,-0.0595421,-6.09181e-08,5,-147534,1925.51,0.501653,-2.09278
3.50044,14.4675,4.5,0.00107569,-0.0598385,-5.37667e-08,5,-143370,425.02,-1.42497,0.98164
4.50055,14.4682,4.5,0.00418497,-0.0621397,2.7848e-07,5,-138827,1041.88,-3.18317,0.960822
5.50065,14.469,4.5,0.0137936,-0.0701414,4.42356e-07,5,-137597,2660.44,-0.575704,2.01239
6.50074,14.47,4.5,0.0367868,-0.0888777,1.11449e-07,5,-133678,4108.08,18.4457,-11.3299
7.50082,14.4711,4.5,0.0781732,-0.119769,-4.48245e-08,5,-130594,5813.84,-2.51181,25.9364
8.50088,14.4723,4.5,0.134645,-0.156634,-1.8016e-07,5,-123297,7342.53,6.25605,3.69318
9.50094,14.4736,4.5,0.197998,-0.191087,-2.44647e-09,5,-101148,7556.87,-7.12534,1.53539
10.501,14.475,4.5,0.26012,-0.215926,-1.78309e-07,5,-100687,10236.6,19.1246,5.58781
11.501,14.4764,4.5,0.310626,-0.224754,-3.72798e-07,5,-79539.3,9911.73,13.1748,7.98744
12.501,14.478,4.5,0.340831,-0.214516,-1.60321e-07,5,-63260.2,9858.78,-14.2343,-3.10391
13.5011,14.4798,4.5,0.352383,-0.189025,-8.20931e-08,5,-50177.7,11734.3,-0.313265,3.8582
14.5011,14.4821,4.5,0.354993,-0.15651,6.32943e-08,5,-37394.3,21906.9,-6.28792,-4.87464
0.500065,14.4664,5.5,2.62237e-05,-0.0597927,-1.48957e-08,4,-129903,80.0771,-3.96254,-2.47959
1.50019,14.4666,5.5,8.85629e-05,-0.0596786,-1.81282e-08,4,-137222,1160.59,-7.69724,-5.36792
2.50032,14.467,5.5,0.000270083,-0.0595421,8.52748e-11,5,-147544,1922.19,0.264754,-4.45782
